id,stretch,stress,rate
20,2.35,33346.67137,0.01
20,2.32,32603.57688,0.01
20,2.29,31727.81069,0.01
20,2.26,30945.18959,0.01
20,2.23,30217.9219,0.01
20,2.2,29394.83356,0.01
20,2.17,28558.47611,0.01
20,2.14,27776.48152,0.01
20,2.11,26980.11486,0.01
20,2.08,26128.14485,0.01
20,2.05,25371.79904,0.01
20,2.02,24489.58655,0.01
20,1.99,23588.71706,0.01
20,1.96,22682.60616,0.01
20,1.93,21914.76716,0.01
20,1.9,20890.4228,0.01
20,1.87,20031.67029,0.01
20,1.84,19237.16438,0.01
20,1.81,18076.26271,0.01
20,1.78,17143.74089,0.01
20,1.75,16174.67319,0.01
20,1.72,15203.70646,0.01
20,1.69,14634.01537,0.01
20,1.66,13671.70783,0.01
20,1.63,12032.41352,0.01
20,1.6,11087.87635,0.01
20,1.57,9870.661096,0.01
20,1.54,8921.795134,0.01
20,1.51,8034.371107,0.01
20,1.48,6432.879494,0.01
20,1.45,5099.250263,0.01
20,1.42,3647.873447,0.01
20,1.39,1893.907813,0.01
